run_id,position_id,ordinal,classification,status,phase,position_type,split,cp_loss,cp_band,expected_points_loss,best_expected_points,chosen_move,best_move,passes,failed_passes,format_retry_failures,rejected_tool_passes,parsed_calls,attempted_calls,successful_calls,rejected_calls,rolled_back_calls,plays,annotations,inspections,resets,undos,submits,annotation_only_passes,inferred_forced_passes,forced_submissions,repeated_notes,adjacent_note_pairs,repeated_normal_notes,normal_adjacent_pairs,correction_cue_passes,pass_elapsed_minutes,candidates,max_depth,chosen_depth,chosen_reply_count,engine_best_tested,notes_chars,mean_notes_chars,mean_normal_notes_chars,mean_forced_notes_chars,final_notes_chars,final_uncertainty_cue,final_correction_cue,pv_reply_eligible,pv_reply_tested
700c120f-ee8c-4252-935d-6f67151157cf,5fabf1e3-251b-533a-9cee-125e435408a0,70,blunder,completed,middlegame,quiet,test,44,21-100,0.303,0.383,g6,h5,21,4,4,0,32,26,26,0,0,10,10,3,2,0,1,3,4,1,4,20,2,16,0,13.13994735,3,4,4,1,False,21163,1007.7619,997,1053.5,1083,False,False,True,False
92ad8949-5c81-4fae-9637-3985f834674b,6269ed70-2494-5112-83e2-4f6381b401d1,71,blunder,completed,middlegame,tactical,test,970,>300,1.0,1.0,Nf1,Qxe5+,10,2,2,0,16,13,13,0,0,5,5,0,2,0,1,0,2,1,2,9,0,7,0,6.039619033333334,3,2,2,1,False,10950,1095,1073.25,1182,1061,False,False,True,False
daa0dfd4-aae0-413b-99ba-252d4f2d5cac,65fb302f-e670-54d2-a4f3-26e6c0203675,72,blunder,completed,middlegame,quiet,test,181,101-300,0.443,0.895,e4,Nc6,6,0,0,0,10,10,10,0,0,3,3,3,0,0,1,1,0,0,1,5,1,5,0,4.1735898166666665,1,3,3,1,False,5134,855.6667,855.6667,,916,False,False,True,False
2df18e2a-5bcc-4e1a-837e-af0e0613de90,68f8902c-ea47-523f-a6c4-65ad403276ae,73,blunder,completed,middlegame,quiet,test,368,>300,0.5465,0.5465,Bxf5,a5,9,1,1,0,16,13,13,0,0,3,3,6,0,0,1,2,1,0,1,8,1,7,0,5.500996333333333,1,3,3,1,False,7397,821.8889,794.375,1042,913,False,False,True,False
8bdfb956-6aa6-4be1-9e4a-d734fdc77692,69793d49-8d63-5ae0-bf96-42e757968756,74,best,completed,middlegame,tactical,test,,mate / no numeric CP,0.0,1.0,Qxh3#,Qxh3#,2,0,0,0,3,3,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.8646540666666666,1,1,1,0,True,1672,836,836,,868,True,False,False,False
03db1c7a-7a13-4ca5-ab31-1ae09014554e,6aec1e19-913b-5acb-b983-31743fdf7501,75,blunder,completed,middlegame,tactical,test,1080,>300,1.0,1.0,gxf3,Rxe2,4,0,0,0,7,7,7,0,0,3,3,0,0,0,1,0,0,0,0,3,0,3,0,2.81087905,1,3,3,1,False,3874,968.5,968.5,,866,False,False,True,False
028a6b5d-701e-4792-85ab-5c67d1b6b0b3,6b1a378b-d4b1-5dc6-92cb-3c7a619de2f8,76,blunder,completed,middlegame,tactical,test,618,>300,1.0,1.0,f3,Rh7+,10,2,2,0,16,13,13,0,0,4,4,3,1,0,1,1,2,1,2,9,0,7,0,5.715936716666667,2,2,2,1,False,10748,1074.8,1034.125,1237.5,1382,True,False,True,False
476620cf-621b-47e3-acba-8df924e32b50,6b9f9148-c37a-5963-b1f0-7cef925d618e,77,blunder,completed,opening,quiet,test,124,101-300,0.406,0.483,d5,Bd6,15,7,6,1,18,16,14,1,1,4,6,3,0,0,1,2,7,1,6,14,2,7,0,6.688746750000002,1,4,4,1,False,21497,1433.1333,1323.5,1558.4286,1237,False,False,True,True
fc1a2e37-04d6-48a5-ba12-def8d8a1aa85,6c45ffed-e307-570c-acaf-5d20cd8fd61a,78,blunder,completed,middlegame,quiet,test,262,101-300,0.438,0.438,e5,Bd6,19,5,5,0,24,24,24,0,0,8,8,5,2,0,1,1,5,1,4,18,3,13,0,10.2236161,1,4,4,2,False,19769,1040.4737,984.0714,1198.4,1151,False,False,True,True
9a966ebb-418c-4db9-9ded-6afb7ec5b55c,6dc17980-ddf6-5998-827c-9e7392cb7071,79,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,25,7,7,0,38,30,30,0,0,10,13,2,5,0,0,2,6,0,7,24,4,18,2,14.066941733333332,5,3,0,0,False,28064,1122.56,1093,1216.1667,1333,True,True,False,False
d2ce6e62-fd9d-4a40-924a-d9ee7646f3cb,6de51eef-a787-55c6-9502-2e37b20bee42,80,blunder,completed,opening,quiet,test,132,101-300,0.296,0.7745,Bxf5,h4,7,3,3,0,7,6,6,0,0,2,3,0,0,0,1,1,3,0,2,6,1,3,0,3.1107843666666666,1,2,2,1,False,7488,1069.7143,1106.75,1020.3333,1153,False,False,True,False
2099c673-485b-498c-a393-48f3980487d3,6e118153-b8e6-5f57-88ac-893fa4ca19ad,81,mistake,completed,endgame,quiet,test,40,21-100,0.1165,0.4875,Kc1,Kc2,24,9,8,1,41,27,26,1,0,8,12,3,2,0,1,3,9,1,13,23,4,14,3,11.642686933333335,3,4,4,1,False,26342,1097.5833,1076.0667,1133.4444,1214,False,False,True,False
f9e2ad1c-e77c-4c11-a94b-092c4bf174b0,70d8b9ad-d789-5e10-9155-9c70eca5ac3f,82,blunder,completed,middlegame,quiet,test,145,101-300,0.4345,0.932,Qd2,Qg4,16,4,3,1,28,25,23,1,1,8,9,4,1,0,1,0,3,1,6,15,4,12,0,9.501932016666665,2,4,4,1,False,18275,1142.1875,1098.6154,1331,1399,False,False,True,False
29a6cafc-258d-4109-9546-c6d50bd90622,71f79cd2-3dd6-56ed-9eda-ba8059d45799,83,good,completed,opening,quiet,test,9,0-20,0.0225,0.4365,Nf6,e5,11,2,2,0,17,17,17,0,0,6,6,3,1,0,1,0,2,1,1,10,0,8,0,6.637251433333333,2,4,2,1,False,10348,940.7273,920,1034,923,False,False,True,False
582e1521-a6b3-41e9-a253-061802342c64,7200e15d-c454-54eb-984f-2226434915f2,84,inaccuracy,completed,middlegame,quiet,test,87,21-100,0.0695,0.549,Nxe3,Rfe8,17,7,5,2,23,19,16,2,1,5,4,4,2,0,1,0,5,1,7,16,3,11,0,8.767026183333332,1,4,4,1,False,16577,975.1176,917.6667,1113,1375,False,False,True,False
3c324015-b401-409e-bf19-2fd82e53de83,731aca09-e364-53c0-8b76-b035a6d894fa,85,good,completed,middlegame,quiet,test,131,101-300,0.027,0.027,Nf4,Rfe1,18,5,3,2,30,24,22,2,0,6,10,4,1,0,1,3,3,0,3,17,2,14,0,10.820676066666667,2,4,4,1,False,15725,873.6111,853.4,974.6667,1093,False,False,True,False
41d90e3c-31b3-455b-8370-780092b46524,73d28d49-b9a1-541b-9c84-24725c632da8,86,blunder,completed,middlegame,quiet,test,323,>300,0.483,0.483,Nc6,h6,18,4,4,0,29,26,26,0,0,7,11,6,1,0,1,2,4,1,10,17,6,13,0,10.024536983333332,2,4,4,1,False,15512,861.7778,821.6429,1002.25,1207,False,False,True,False
15156452-dbb2-4927-bd8a-7c2975b36063,7443d326-8190-5366-aaed-241601efae3c,87,excellent,completed,endgame,quiet,test,53,21-100,0.0015,0.0015,Rc2,a5,4,0,0,0,6,6,6,0,0,2,3,0,0,0,1,1,0,0,0,3,0,3,1,2.9052621166666666,1,2,2,1,False,3727,931.75,931.75,,1075,False,True,True,True
149e98d9-d2df-49ad-80d7-9330345c6cd9,74ec2bcd-b79e-547b-a47a-8d2c7dad31a7,88,blunder,completed,middlegame,quiet,test,608,>300,0.989,0.989,Qxa8,Bd4,9,2,2,0,12,12,12,0,0,4,4,3,0,0,1,1,2,1,4,8,2,6,0,5.024857483333333,1,4,4,1,False,10753,1194.7778,1143.1429,1375.5,1509,True,False,True,False
fa1b5b85-b6e4-4c9d-b2c6-294122693651,753062d7-7ca1-5597-946f-660ee9f1ed1b,89,good,completed,endgame,quiet,test,79,21-100,0.039,0.5365,Rd3,Kd6,4,0,0,0,5,5,5,0,0,2,2,0,0,0,1,1,0,0,0,3,0,3,0,2.7892472,1,2,2,1,False,3727,931.75,931.75,,1016,False,False,True,True
6ed3bf20-9fce-40d3-b4ad-7d8c2b2ee619,76397a6a-c1e7-5553-bdf9-788c027f6062,90,mistake,completed,middlegame,quiet,test,205,101-300,0.1185,0.1185,g6,h6,10,3,1,2,17,17,13,2,2,4,4,4,0,0,1,0,1,1,2,9,1,8,0,6.4555407833333325,1,4,4,1,False,10277,1027.7,1011.5556,1173,1173,True,False,True,True
e518f2ba-21e7-4898-86a8-3f8111763e48,76cbb960-2613-5473-87cd-2dfbba5977bd,91,blunder,completed,middlegame,quiet,test,546,>300,0.837,0.837,Qd2,Kh1,14,3,3,0,18,16,16,0,0,6,7,0,2,0,1,2,3,1,3,13,1,10,1,8.489860616666668,3,2,2,1,False,17018,1215.5714,1201.5455,1267,1267,True,False,True,False
19222dcf-00e0-4d3f-971e-a0e3cf6d2d00,7742a84c-abc4-5c11-8759-aa7f827077e9,92,blunder,completed,middlegame,quiet,test,135,101-300,0.4565,0.9885,Nb3,Re1,27,10,10,0,44,25,25,0,0,8,9,4,3,0,1,3,10,1,9,26,3,16,0,13.109997416666669,4,2,2,1,False,29973,1110.1111,1056.4706,1201.3,1102,False,False,True,False
8d7cdfce-f5b5-456b-8509-e16ac5a948e4,79ea08cd-45bd-527e-bff4-517b878d6265,93,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,20,4,3,1,32,29,28,1,0,9,10,7,2,0,0,1,2,0,8,19,6,17,0,12.529059233333333,3,4,0,0,False,17622,881.1,878.3889,905.5,955,False,False,False,False
8e6e4282-f9c7-4922-afc5-3f02391b4523,7a2efe82-bbe9-593d-960f-4576736b6c9a,94,,failed,endgame,quiet,test,,mate / no numeric CP,,,,,31,13,11,2,39,30,27,2,1,8,12,4,3,0,0,5,11,0,16,30,6,19,0,15.383359099999996,4,3,0,0,False,35629,1149.3226,1122.5,1198.0909,1059,False,False,False,False
023a5e60-c74f-4a36-93f0-ce9a5de18759,7a41eae2-3b64-51af-bf39-805978f538e6,95,mistake,completed,middlegame,quiet,test,39,21-100,0.163,0.952,e4,Be2,9,4,2,2,13,13,9,2,2,3,3,2,0,0,1,0,3,0,2,8,0,5,2,4.66415445,1,3,3,1,False,9321,1035.6667,966.1667,1174.6667,953,False,False,True,False
882ebbe9-1dc6-441c-9bc9-4b0b126ea48b,7a7a9ab7-4613-5d7c-b770-23a7160d4fe8,96,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,16,7,7,0,17,16,16,0,0,5,6,4,1,0,0,1,6,0,7,15,2,9,4,7.8387632,2,4,0,0,False,18284,1142.75,978.1,1417.1667,1752,False,True,False,False
fdf64b27-f89a-4555-b60a-68ec0ec62bfb,7c93ff0d-fd54-575c-8d22-c2f569df0e2d,97,excellent,completed,endgame,quiet,test,7,0-20,0.001,0.5005,g3,Rc1,9,1,1,0,15,15,15,0,0,4,7,3,0,0,1,2,1,0,3,8,2,7,0,5.6557264,1,4,4,1,False,8775,975,974.375,980,1000,False,False,True,False
9d5e57ee-91f3-4899-a1a4-73ba59b4f367,7dc7f0b0-dc93-5ac1-ba55-be8390123613,98,best,completed,opening,quiet,test,0,0-20,0.0,0.524,Nd5,Nd5,11,2,1,1,19,19,18,1,0,4,4,9,0,0,1,1,2,0,4,10,2,8,0,6.4393688,1,4,4,1,True,11399,1036.2727,987.2222,1257,1009,False,False,True,False
1a71be77-fed5-4f08-8c12-cecb8109ecd2,7edc46fa-abfe-5a45-8b81-8752e36f85cd,99,blunder,completed,middlegame,quiet,test,520,>300,0.5105,0.5105,e5,Qa3,7,2,1,1,13,12,11,1,0,3,3,4,0,0,1,0,1,1,0,6,0,5,1,4.294773233333333,1,3,3,1,False,6965,995,980,1085,1085,False,False,True,False
cd4ac2b5-ad5f-4c53-b439-76097e788543,862632c8-e744-530c-9741-f90a0bba4e7d,100,good,completed,middlegame,quiet,test,86,21-100,0.028,0.5075,Bb5+,O-O,8,1,1,0,12,12,12,0,0,4,5,2,0,0,1,1,1,0,1,7,1,6,0,4.926607683333334,1,4,4,1,False,6532,816.5,805.2857,895,805,False,False,True,False
3dddc7e2-1e4b-43e0-abd2-8e233db27eb9,86ac3e80-b3d6-581c-9bd2-f70e4cf61bf5,101,blunder,completed,middlegame,quiet,test,403,>300,0.9335,0.934,Nxd3,Nc6,10,4,3,1,15,14,12,1,1,3,4,4,0,0,1,0,4,1,3,9,1,5,0,4.5571859833333335,1,3,3,1,False,8835,883.5,765.3333,1060.75,784,False,False,True,False
8cb119bb-6a9f-413b-a0c8-b66c6c781030,86de0b80-b1d3-5e37-81ff-8925ec6fa7e2,102,blunder,completed,endgame,tactical,test,338,>300,0.6825,1.0,Kg8,a3,8,2,2,0,9,9,9,0,0,4,4,0,0,0,1,1,2,1,2,7,0,5,0,4.613688416666667,1,4,4,1,False,10706,1338.25,1292.3333,1476,1423,False,False,True,True
e21ee102-5ec3-477b-958c-a9d348c15e72,89e301de-cb08-5047-8f9d-8d85418e58bb,103,best,completed,opening,quiet,test,0,0-20,0.0,0.51,Bd3,Bd3,15,5,5,0,23,17,17,0,0,6,6,3,1,0,1,1,5,1,6,14,3,9,4,7.660741149999999,2,4,4,1,True,17974,1198.2667,1131.7,1331.4,1482,False,True,True,False
e25508b0-26d3-493e-babc-05fc5c570231,8a05fe33-38a2-5292-9a44-f331334098de,104,best,completed,middlegame,tactical,test,,mate / no numeric CP,0.0,1.0,Rxh3#,Rxh3#,3,0,0,0,6,6,6,0,0,1,1,3,0,0,1,0,0,0,0,2,0,2,0,1.5524864999999999,1,1,1,0,True,2318,772.6667,772.6667,,850,False,False,False,False
65537ec7-1eab-4823-8fed-61529e6b31b0,8a1ce9ba-e90c-549d-b6ea-02f6ab6bdf3e,105,blunder,completed,middlegame,quiet,test,205,101-300,0.5215,0.8505,Rxe2,h6,7,1,0,1,11,11,9,1,1,4,4,0,0,0,1,1,0,0,0,6,0,6,1,4.8411109,1,4,4,1,False,6630,947.1429,947.1429,,878,True,False,True,True
02d01cce-2ffc-4ec3-9c90-1e4a7fee95ac,8b289779-51ac-5c98-bd13-dd3ff758e6a7,106,excellent,completed,endgame,quiet,test,179,101-300,0.0195,0.0195,f6+,a4,5,1,1,0,8,8,8,0,0,2,2,3,0,0,1,0,1,1,0,4,0,3,0,2.95618605,1,2,2,1,False,4410,882,815.5,1148,1148,True,False,True,True
c29cef98-cdf1-4e03-9a40-5446f3c3c8ad,8bbb39c8-c7c4-5798-a255-636318770cbe,107,good,completed,opening,quiet,test,42,21-100,0.0325,0.5215,Bb5+,Nh4,8,1,1,0,13,13,13,0,0,4,4,4,0,0,1,0,1,1,2,7,1,6,0,4.983071183333334,1,4,4,1,False,7147,893.375,879.4286,991,991,False,False,True,False
3b58c8ce-4397-48fe-b1d3-7f3bbd6f7211,8c7ae19b-289a-50ea-b9dc-76e6be85e530,108,blunder,completed,endgame,quiet,test,105,101-300,0.426,0.4965,Rxe2+,b5,6,1,0,1,11,10,9,1,0,2,2,4,0,0,1,0,0,0,2,5,2,5,0,4.182668949999999,1,2,2,1,False,5236,872.6667,872.6667,,1016,False,False,True,True
e2f41616-23b3-49fe-926a-b1c909cd46c5,8dc7c4cb-5ef0-5212-99f7-22d33f19fc0a,109,inaccuracy,completed,endgame,quiet,test,41,21-100,0.061,0.9945,Rxg6,Rc2,4,0,0,0,5,5,5,0,0,2,2,0,0,0,1,1,0,0,0,3,0,3,0,2.8790187666666665,1,2,2,1,False,4175,1043.75,1043.75,,1089,False,False,True,True
33b79b16-7719-4cd5-baf5-1e10cbebf5f7,8e6a7c12-b46f-5439-9775-6fb6b268c490,110,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,24,9,7,2,37,30,26,2,2,10,11,3,2,0,0,2,6,0,8,23,4,17,1,13.645454666666666,3,4,0,0,False,27764,1156.8333,1174.6667,1103.3333,1127,False,False,False,False
845931b9-5ed6-4a99-bfb0-09b3537906cf,90a91420-9a61-5d7a-b0c1-ea1189361922,111,blunder,completed,opening,tactical,test,,mate / no numeric CP,1.0,1.0,Qxc6,Qd5+,6,0,0,0,9,9,9,0,0,2,2,4,0,0,1,1,0,0,0,5,0,5,0,4.113260333333334,1,2,2,1,False,5001,833.5,833.5,,973,False,False,True,False
58ef1912-f196-44fc-8e88-f42f2e3a7c97,93a6ce7f-5317-561c-85c8-87bc32f47efa,112,blunder,completed,opening,quiet,test,175,101-300,0.478,0.4965,Bxe5,Rf8,10,3,2,1,17,17,15,1,1,3,3,8,0,0,1,0,3,1,3,9,0,6,1,5.3337871833333335,1,3,3,1,False,9173,917.3,832.2857,1115.6667,1231,False,False,True,False
8b08f4f6-d17d-4f40-9f10-3a46c197d0d8,9771e328-5547-5b06-96ad-f886e63f2fc4,113,,failed,opening,quiet,test,,mate / no numeric CP,,,,,20,5,5,0,33,28,28,0,0,9,8,9,2,0,0,0,4,0,4,19,2,15,0,11.258186933333333,3,4,0,0,False,17032,851.6,864.75,799,1161,False,False,False,False
69b30623-cd4f-4e30-9ef3-99d674162128,99662cb9-5f78-59ff-8f13-4028aee3f23f,114,inaccuracy,completed,endgame,quiet,test,56,21-100,0.0785,0.498,Rd3,Rg2,12,2,2,0,22,20,20,0,0,4,4,10,1,0,1,1,2,1,3,11,1,9,0,7.068421916666668,2,2,2,1,False,11075,922.9167,882.3,1126,1213,False,False,True,False
d107499f-6ea3-4ccf-b1f8-d6653c5f0d44,996a76a5-c766-58bf-b61f-62b5332a5ef5,115,blunder,completed,endgame,quiet,test,132,101-300,0.486,0.994,Rc1+,Re8,15,5,4,1,21,17,16,1,0,6,6,2,1,0,1,1,4,1,6,14,3,10,0,7.89197915,2,4,4,1,False,12969,864.6,870.3636,848.75,1017,False,False,True,True
254fa178-2145-44eb-a0ee-68521fe6c8f3,9ea92952-aed0-52d9-bd21-4b7a39f3fa75,116,blunder,completed,endgame,quiet,test,101,101-300,0.308,0.309,R2d3,Rf2,12,2,2,0,16,16,16,0,0,6,6,2,1,0,1,1,2,1,5,11,3,9,0,7.253867466666667,2,4,4,1,False,12430,1035.8333,999,1220,1001,False,False,True,False
1e37bea6-217c-4f1b-9b26-3f92121538dc,9f9220ac-63a6-51b4-a9bf-b4199e03b719,117,,failed,middlegame,quiet,test,,mate / no numeric CP,,,,,29,9,8,1,47,29,27,1,1,10,9,5,3,0,0,5,8,0,11,28,7,20,0,15.420773416666666,4,3,0,0,False,30145,1039.4828,1007.3333,1123.875,935,False,False,False,False
fcab8e89-6f6c-43da-b328-f8ce69f48321,9fe43ca5-27b7-532b-8494-8e0770c8e8c8,118,blunder,completed,middlegame,quiet,test,381,>300,0.515,0.515,Qxe1+,Qd5,13,2,2,0,21,18,18,0,0,4,5,6,2,0,1,1,2,0,2,12,1,10,0,7.795930766666667,3,2,2,1,False,15743,1211,1182.3636,1368.5,936,False,False,True,False
09ecc13d-2d0f-4000-9f3d-61f32ad2d6ca,a0b05172-df96-57bc-94b6-9d9d42636440,119,blunder,completed,middlegame,quiet,test,81,21-100,0.2145,0.4985,Qh4,Kg7,21,6,4,2,29,24,22,2,0,8,8,2,3,0,1,2,4,1,2,20,0,16,0,13.101744116666666,4,2,2,1,False,23675,1127.381,1107.0588,1213.75,1223,False,False,True,False
413d289c-965d-4532-a8da-fa4d55de5f5c,a21f3225-5086-53c1-b4cf-d6af424374ba,120,,running,endgame,tactical,test,,mate / no numeric CP,,,,,4,0,0,0,5,5,5,0,0,3,2,0,0,0,0,0,0,0,0,2,0,2,0,1.8580985,1,3,0,0,False,2338,584.5,584.5,,0,False,False,False,False
